rank,user_id,pro_score,pro_score_raw,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,total_ads_last_12m,avg_ad_lifetime_days,questions_per_ad_avg,rating_seller,reviews_count,response_time_minutes,total_deals_last_12m,deal_success_rate,contacts_per_ad_avg,followers_count,avg_views_per_day,score_total_ads_last_12m,score_avg_ad_lifetime_days,score_questions_per_ad_avg,score_rating_seller,score_reviews_count,score_response_time_minutes,score_total_deals_last_12m,score_deal_success_rate,score_contacts_per_ad_avg
788,65344bd313a30087,75.97,0.7596870118841307,Активный,Краснодар,Южный,Электроника,Игровые приставки,Sony,60,3.4,5.0,4.9,74,8.2,31,0.88,8.4,435,71,0.7185162648005882,0.7395023747841105,0.876131436829695,0.7600917552139637,0.6868613878958444,0.9137821923838872,0.6253264369564666,0.6937324104358409,0.7763621612028092
789,05770408d406b940,75.97,0.759679815525223,Активный,Нижний Новгород,Приволжский,Авто,Шины и диски,Nokian,122,2.6,2.9,5.0,167,36.2,103,0.66,10.3,1459,134,0.9078496995512284,0.8429943868739206,0.6331736010750234,0.9109605294381311,0.9117542658654699,0.3147562183579133,0.9374255216652722,0.09227707208235085,0.9115007225983114
790,55ee5ca65be79e18,75.96,0.7595520481321244,Постоянный клиент,Пермь,Приволжский,Авто,Запчасти,BMW,92,4.8,3.8,5.0,129,12.9,83,0.85,3.7,746,197,0.8491037245505946,0.49829987046632124,0.7657133439821505,0.9109605294381311,0.8590806521132831,0.7900478758529605,0.9078496995512284,0.5995664410131589,0.23831799396567024
791,2ac25636b5b1ffd4,75.94,0.7594226163440174,Постоянный клиент,Челябинск,Уральский,Услуги,Ремонт,Квартир,69,2.5,4.1,4.8,96,8.1,42,0.99,1.9,509,156,0.7681220050201567,0.8536269430051814,0.7990923151035724,0.6232499274922878,0.7796455465125124,0.9157907770195906,0.7367333485459293,0.959344337111128,0.09997211024061256
792,d24b7b23f12656d7,75.93,0.7593465090102399,Активный,Нижний Новгород,Приволжский,Услуги,Обучение,Английский,125,3.7,4.1,4.5,167,7.5,53,0.99,10.2,127,52,0.9115007225983114,0.6923035405872193,0.7990923151035724,0.19302871305402483,0.9117542658654699,0.9297408100374203,0.8099186126112421,0.959344337111128,0.906708754849015
793,d563a7649e4c0fca,75.92,0.7592066633866544,Новичок,Красноярск,Сибирский,Услуги,Ремонт,Бытовой техники,87,2.4,5.4,4.6,115,16.4,68,0.9,7.8,77,1150,0.8352856164904541,0.8642864853195165,0.9005222991303466,0.3186120705565956,0.8323064831013413,0.6938972044904248,0.8712380517735352,0.7500316929083948,0.7163611470297406
794,6b4da8522353af8c,75.92,0.7592066633866544,Новичок,Красноярск,Сибирский,Услуги,Ремонт,Бытовой техники,87,2.4,5.4,4.6,115,16.4,68,0.9,7.8,77,1150,0.8352856164904541,0.8642864853195165,0.9005222991303466,0.3186120705565956,0.8323064831013413,0.6938972044904248,0.8712380517735352,0.7500316929083948,0.7163611470297406
795,30b63dbbc8010f82,75.91,0.7591105795143483,Постоянный клиент,Красноярск,Сибирский,Электроника,Игровые приставки,Nintendo,169,4.8,3.4,4.8,226,14.6,118,0.87,7.0,282,95,0.9515732359727187,0.49829987046632124,0.7124312263887832,0.6232499274922878,0.9515478816460029,0.7436165529385869,0.9531071727390279,0.6636495017874801,0.6234248624527776
796,5c378fc884d60cd4,75.91,0.7590862743790966,Активный,Челябинск,Уральский,Авто,Запчасти,Mercedes-Benz,118,4.5,5.0,5.0,157,99.7,47,0.92,7.4,223,54,0.9014857635455491,0.5553621545768567,0.876131436829695,0.9109605294381311,0.9012068659516747,0.040460598723310585,0.7737126340610025,0.8003093227859335,0.6710529651885094
797,593d625f5a945aab,75.91,0.7590783086231687,Активный,Екатеринбург,Уральский,Электроника,Аудио,Sony,223,6.8,3.2,4.9,297,9.4,148,0.85,10.1,53,111,0.9744174843437032,0.18365446891191708,0.682246900433559,0.7600917552139637,0.9741639410765447,0.8841074180057231,0.9719581146522654,0.5995664410131589,0.9012322202783906
798,474bdb0c0874fb26,75.91,0.7591031012637859,Уходящий,Екатеринбург,Уральский,Одежда и обувь,Аксессуары,Сумки,111,1.8,4.5,4.9,145,39.5,50,0.56,11.4,229,398,0.890190410993636,0.9154657815198618,0.8369336477269846,0.7600917552139637,0.8854237975710555,0.2767444419986793,0.7928678278948302,0.016454958038589287,0.9566060698258158
799,6928d3d1bab7afa5,75.91,0.7590783086231687,Активный,Екатеринбург,Уральский,Электроника,Аудио,Sony,223,6.8,3.2,4.9,297,9.4,148,0.85,10.1,53,111,0.9744174843437032,0.18365446891191708,0.682246900433559,0.7600917552139637,0.9741639410765447,0.8841074180057231,0.9719581146522654,0.5995664410131589,0.9012322202783906
800,98e45446cb197550,75.9,0.7590054938933728,Постоянный клиент,Челябинск,Уральский,Хобби и отдых,Музыкальные инструменты,Синтезаторы,398,4.4,5.2,4.9,534,42.1,366,0.74,4.4,234,55,0.9960954336857585,0.5738746761658031,0.8890114348013488,0.7600917552139637,0.9993281103420298,0.25063284173453665,0.9997464567328415,0.25544484166222964,0.3087016049288811
801,c075936b55608ef3,75.9,0.7590227757759025,Новичок,Краснодар,Южный,Дом и сад,Мебель,Диваны,58,4.2,5.8,4.9,77,8.1,41,0.87,9.3,54,28,0.7062954793235465,0.6088757556131261,0.920780406176314,0.7600917552139637,0.7026444562764635,0.9157907770195906,0.728619963996856,0.6636495017874801,0.8507010471336933
802,bb01250fe9b81b2c,75.89,0.7589312964233229,Постоянный клиент,Красноярск,Сибирский,Авто,Автомобили,Kia,211,3.9,4.1,4.9,287,34.0,177,0.55,8.9,1040,156,0.9706650439897568,0.6596907383419689,0.7990923151035724,0.7600917552139637,0.972034177632413,0.3429451904028175,0.9818970107248802,0.013754722243350828,0.8190968788823813
803,2c89bd49bb9f6838,75.89,0.7589312964233229,Постоянный клиент,Красноярск,Сибирский,Авто,Автомобили,Kia,211,3.9,4.1,4.9,287,34.0,177,0.55,8.9,1040,156,0.9706650439897568,0.6596907383419689,0.7990923151035724,0.7600917552139637,0.972034177632413,0.3429451904028175,0.9818970107248802,0.013754722243350828,0.8190968788823813
804,dc7a5cab201b40e9,75.89,0.7589013860292799,Спящий,Челябинск,Уральский,Услуги,Обучение,Английский,81,2.4,2.6,5.0,104,33.1,53,0.99,7.4,323,71,0.8160416825131208,0.8642864853195165,0.5746811693415481,0.9109605294381311,0.8051393220253036,0.3549416685009905,0.8099186126112421,0.959344337111128,0.6710529651885094
805,bf87c0dc605e69fa,75.89,0.758909688637461,Спящий,Екатеринбург,Уральский,Электроника,Смартфоны и телефоны,Google Pixel,219,0.5,1.5,4.8,291,7.1,206,0.67,11.2,78,135,0.9730990593544788,0.987626835060449,0.31064121092264396,0.6232499274922878,0.9727440987804569,0.9385868368919217,0.9880961436069066,0.10699525874090414,0.950140716513273
806,623d2c51e834f56d,75.88,0.7587529104982023,Активный,Екатеринбург,Уральский,Недвижимость,"Дома, дачи, коттеджи",Аренда,153,2.2,5.4,4.6,203,47.5,62,0.91,9.0,86,47,0.9402144976040161,0.8837840025906736,0.9005222991303466,0.3186120705565956,0.9394158363124667,0.20731069777679947,0.8497629370452068,0.7756142085646915,0.8269820744910119
807,1e5c95392a0bbbe2,75.88,0.7587719925264441,Постоянный клиент,Красноярск,Сибирский,Хобби и отдых,Музыкальные инструменты,Гитары,243,,4.8,4.7,327,40.7,219,0.99,8.1,109,72,0.9792855150731472,0.5,0.8617808879085216,0.46923036359321857,0.9795390583403057,0.2636748844375963,0.9901498440708907,0.959344337111128,0.7474835830734515
808,dc6cb0c387055c64,75.86,0.7586202213866068,Новичок,Нижний Новгород,Приволжский,Авто,Автомобили,Hyundai,150,4.6,3.3,,203,3.5,101,0.85,7.8,88,216,0.9376410334423569,0.5359995682210709,0.697865165690525,0.5,0.9394158363124667,0.9924058991855602,0.9351563094242032,0.5995664410131589,0.7163611470297406
809,a89d73bfef3e7ee8,75.86,0.758608854993493,Постоянный клиент,Уфа,Приволжский,Услуги,Обучение,Вождение,131,8.2,4.9,5.0,175,21.2,110,0.88,10.3,454,80,0.9185745797520347,0.06216267271157168,0.8691209654927613,0.9109605294381311,0.9187774143657615,0.574290116662998,0.9452853629471869,0.6937324104358409,0.9115007225983114
810,79f4712a20614a0b,75.86,0.7586202213866068,Новичок,Нижний Новгород,Приволжский,Авто,Автомобили,Hyundai,150,4.6,3.3,,203,3.5,101,0.85,7.8,88,216,0.9376410334423569,0.5359995682210709,0.697865165690525,0.5,0.9394158363124667,0.9924058991855602,0.9351563094242032,0.5995664410131589,0.7163611470297406
811,89187801ce36769e,75.84,0.7584311558873778,Постоянный клиент,Уфа,Приволжский,Дом и сад,Инструменты,Makita,123,2.5,1.6,5.0,165,9.2,94,0.86,2.8,131,205,0.908965289926726,0.8536269430051814,0.3389619938642529,0.9109605294381311,0.909827337035065,0.8888399735857363,0.9263076494003701,0.6318932075758729,0.16001115590375498
812,4943c6bb7942d0e7,75.83,0.7582838454458287,Новичок,Омск,Сибирский,Услуги,Обучение,Программирование,368,2.8,3.0,4.6,489,7.9,163,0.7,10.6,265,21,0.9932303947668669,0.8204069516407599,0.6504018660784463,0.3186120705565956,0.9930909459699298,0.9203582434514638,0.9774980350396795,0.16031540782434522,0.9263583580538018
813,0bfbfce837e85f12,75.83,0.7583322086640158,Постоянный клиент,Краснодар,Южный,Дом и сад,Мебель,Шкафы,93,2.6,2.2,4.8,123,10.5,67,0.99,7.5,631,95,0.8513856139550214,0.8429943868739206,0.49097385968915597,0.6232499274922878,0.848685378159783,0.8569227382786705,0.8682335640577065,0.959344337111128,0.6825891838442231
814,ed0d6ff28e28d6a5,75.83,0.7582612326842842,Новичок,Челябинск,Уральский,Дом и сад,Инструменты,Bosch,398,,7.3,4.7,530,24.2,353,0.89,0.0,125,36,0.9960954336857585,0.5,0.9646053599046678,0.46923036359321857,0.9953855125377146,0.5106482500550297,0.9995309449557567,0.7230546892827261,0.015770391217261225
815,4c608ab0dcc5169a,75.83,0.7583222095007252,Новичок,Самара,Приволжский,Дети и игрушки,Коляски,Cybex,63,,4.8,5.0,86,13.1,55,0.82,12.7,163,204,0.736099490378033,0.5,0.8617808879085216,0.9109605294381311,0.742526812200502,0.784586176535329,0.8204660125250374,0.5016733855632464,0.9826956720164296
816,a6078079583a8a32,75.83,0.7583222095007252,Новичок,Самара,Приволжский,Дети и игрушки,Коляски,Cybex,63,,4.8,5.0,86,13.1,55,0.82,12.7,163,204,0.736099490378033,0.5,0.8617808879085216,0.9109605294381311,0.742526812200502,0.784586176535329,0.8204660125250374,0.5016733855632464,0.9826956720164296
817,ac4d827ce901f302,75.83,0.7583322086640158,Постоянный клиент,Краснодар,Южный,Дом и сад,Мебель,Шкафы,93,2.6,2.2,4.8,123,10.5,67,0.99,7.5,631,95,0.8513856139550214,0.8429943868739206,0.49097385968915597,0.6232499274922878,0.848685378159783,0.8569227382786705,0.8682335640577065,0.959344337111128,0.6825891838442231
818,618e71f73d005ee4,75.83,0.7583108536357396,Активный,Новосибирск,Сибирский,Авто,Автомобили,Hyundai,203,0.5,2.6,4.7,272,23.6,92,0.81,8.8,155,96,0.9675718161304226,0.987626835060449,0.5746811693415481,0.46923036359321857,0.9677492964174337,0.5222457627118644,0.9231130042341725,0.4693719733272483,0.8112750690905403
819,f4bef1fcc81e2de9,75.81,0.7580881367361406,Постоянный клиент,Казань,Приволжский,Авто,Автомобили,Lada,59,0.8,6.1,4.9,82,40.6,26,0.99,8.0,1019,61,0.712291777591846,0.9671982944732297,0.9327096168961233,0.7600917552139637,0.7256154762810274,0.2646929341844596,0.5515707005400472,0.959344337111128,0.7374305925306154
820,e7b00cfdf95bd29d,75.81,0.7580735265271095,Постоянный клиент,Новосибирск,Сибирский,Дом и сад,Мебель,Шкафы,107,1.4,3.3,4.8,144,32.5,49,0.85,10.6,126,61,0.8824953728353744,0.9402795768566494,0.697865165690525,0.6232499274922878,0.8840166324383256,0.3637601804974686,0.7864405060723613,0.5995664410131589,0.9263583580538018
821,e96cc66e5768a363,75.81,0.7581016277076685,Спящий,Санкт-Петербург,Северо-Западный,Электроника,Смартфоны и телефоны,Apple,152,3.5,2.2,5.0,208,,114,0.85,5.8,15,349,0.9393397733323191,0.7232836787564767,0.49097385968915597,0.9109605294381311,0.9423569382115058,0.5,0.949443472528587,0.5995664410131589,0.4760401612535179
822,ccb617bf82886e1d,75.81,0.7580747993417694,Уходящий,Москва,Центральный,Хобби и отдых,Музыкальные инструменты,Синтезаторы,110,6.5,8.6,4.8,148,8.4,65,0.91,6.0,29,217,0.8880352932227885,0.22255505181347152,0.983152049897315,0.6232499274922878,0.889341041048655,0.9090083645168391,0.8609949037803302,0.7756142085646915,0.5018381886868994
823,40b631283d9e8100,75.8,0.7579964140803358,Активный,Самара,Приволжский,Услуги,Ремонт,Телефонов,284,3.7,3.0,4.8,377,10.4,116,0.68,6.4,347,37,0.9863086635734388,0.6923035405872193,0.6504018660784463,0.6232499274922878,0.9860297659795644,0.8595366497908871,0.9513704013589919,0.12299383889860804,0.5514185745797521
824,f24a8e2695a09c82,75.8,0.758034262855016,Премиум,Екатеринбург,Уральский,Недвижимость,Квартиры,Аренда,172,2.2,2.4,4.7,229,13.3,157,0.81,8.7,355,297,0.9535889049466292,0.8837840025906736,0.5342410182297609,0.46923036359321857,0.952917015288659,0.7790969623596742,0.9751781141451789,0.4693719733272483,0.8028827869475926
825,da63c400dbb714a3,75.79,0.757855036970479,Постоянный клиент,Казань,Приволжский,Дети и игрушки,Коляски,Peg Perego,157,5.1,5.0,5.0,212,22.3,125,0.73,2.7,194,66,0.9434218199335717,0.44435449050086356,0.876131436829695,0.9109605294381311,0.9443599300220583,0.5493066255778121,0.9589006363936006,0.2292031135113207,0.15207525164169267
826,32f4170be20df7ad,75.79,0.7579172183775049,Активный,Владивосток,Дальневосточный,Дом и сад,Инструменты,Metabo,388,2.3,2.6,4.9,520,35.4,268,0.77,5.1,1600,384,0.9945614969194493,0.8743388385146805,0.5746811693415481,0.7600917552139637,0.9945868512461652,0.3244276909531147,0.995144646433914,0.3420932532136609,0.39205395400725135
827,f7f0c19fc9605abc,75.79,0.7579141007047675,Постоянный клиент,Нижний Новгород,Приволжский,Одежда и обувь,Аксессуары,Часы,235,3.6,8.6,4.7,318,17.4,201,0.66,0.6,399,135,0.9775233893663954,0.7075642271157168,0.983152049897315,0.46923036359321857,0.9780051215739965,0.6679919656614571,0.9873355138054309,0.09227707208235085,0.045865977028979994
828,993b23edb704505c,75.79,0.7579354050216176,Премиум,Владивосток,Дальневосточный,Дом и сад,Инструменты,Makita,166,2.4,8.5,4.7,224,149.9,80,0.89,4.2,143,400,0.9494941811820187,0.8642864853195165,0.9821251996653229,0.46923036359321857,0.9505844172308004,0.011625027514858024,0.9017393068127076,0.7230546892827261,0.287873025531807
829,4e5fc6d69365bd6d,75.78,0.7577601106115675,Активный,Омск,Сибирский,Авто,Запчасти,Mercedes-Benz,93,4.3,3.7,5.0,125,15.3,86,0.76,6.0,761,133,0.8513856139550214,0.5914966537132987,0.7527192515402753,0.9109605294381311,0.8526660074541721,0.7245349988994056,0.9135797773890114,0.31170609264470983,0.5018381886868994
830,879ef761578445a6,75.78,0.7577525539522875,Новичок,Омск,Сибирский,Услуги,Доставка,Переезды,123,2.1,6.7,4.6,159,62.2,99,0.93,8.0,155,308,0.908965289926726,0.8921632124352331,0.9506224487208742,0.3186120705565956,0.9034760781927436,0.12413328197226502,0.9325448137724702,0.8231282168302021,0.7374305925306154
831,7552d12a60314527,75.78,0.7577958958531158,Постоянный клиент,Уфа,Приволжский,Одежда и обувь,Одежда,Платья,203,7.0,4.4,5.0,270,16.8,110,0.86,3.8,406,32,0.9675718161304226,0.161323402417962,0.8286554600542583,0.9109605294381311,0.9671915012296849,0.6839780981730135,0.9452853629471869,0.6318932075758729,0.2482442128749271
832,a0dadb1b2b86ee32,75.78,0.7578374232886437,Постоянный клиент,Екатеринбург,Уральский,Авто,Шины и диски,Michelin,131,5.2,3.9,5.0,174,31.8,68,0.85,8.5,492,2,0.9185745797520347,0.42758257772020725,0.7778580664790447,0.9109605294381311,0.9178139499505591,0.3737755888179617,0.8712380517735352,0.5995664410131589,0.7852488527167161
